# SN t e_t_min e_t_max gr e_gr_min e_gr_max type marker 
ZTF18abdbuty 30.931857 0.262327 0.253753 0.004281 0.047752 0.048442 normal o 
ZTF18abdbuty 31.954233 0.262327 0.253753 0.021708 0.064900 0.065375 normal o 
ZTF18abdbuty 32.829257 0.262327 0.253753 0.155686 0.077877 0.076737 normal o 
ZTF18abdbuty 33.756703 0.262327 0.253753 0.164910 0.105062 0.113116 normal o 
ZTF18abdbuty 34.739388 0.262327 0.253753 0.177462 0.110203 0.116056 normal o 
ZTF18abdbuty 35.686875 0.262327 0.253753 0.140151 0.098114 0.101243 normal o 
ZTF18abdbuty 36.623462 0.262327 0.253753 0.405107 0.140956 0.151021 normal o 
ZTF18abdbuty 37.582707 0.262327 0.253753 0.897543 0.171884 0.197493 normal o 
ZTF18abdbuty 38.514714 0.262327 0.253753 0.534458 0.061432 0.062144 normal o 
ZTF18abdbuty 39.435241 0.262327 0.253753 0.357693 0.072306 0.075829 normal o 
ZTF18abdbuty 40.385009 0.262327 0.253753 0.632516 0.083380 0.086494 normal o 
ZTF18abdbuty 41.339389 0.262327 0.253753 0.797640 0.139466 0.142983 normal o 
ZTF18abdbuty 44.149867 0.262327 0.253753 0.897671 0.149245 0.165576 normal o 
ZTF18abdbuty 50.702591 0.262327 0.253753 0.354231 0.243969 0.257163 normal o 
ZTF18abdbuty 53.533933 0.262327 0.253753 0.211333 0.289647 0.321027 normal o 
ZTF18abdbuty 56.416181 0.262327 0.253753 0.482683 0.163711 0.174529 normal o 
ZTF18abdbuty 57.377004 0.262327 0.253753 0.304654 0.174376 0.187245 normal o 
ZTF18abdbuty 58.307646 0.262327 0.253753 0.128233 0.187810 0.212006 normal o 
ZTF18abdbuty 59.239473 0.262327 0.253753 0.510696 0.216815 0.251781 normal o 
ZTF18abdbuty 67.740617 0.262327 0.253753 0.229461 0.235293 0.225885 normal o 
ZTF18abdbuty 68.670648 0.262327 0.253753 0.094641 0.206517 0.208219 normal o 
ZTF18abdbuty 69.629670 0.262327 0.253753 0.293755 0.244169 0.237859 normal o 
ZTF18abdbuty 70.551864 0.262327 0.253753 0.305010 0.194128 0.204989 normal o 
ZTF18abdbuty 71.512967 0.262327 0.253753 -0.166200 0.166934 0.172378 normal o 
ZTF18abdbuty 74.328700 0.262327 0.253753 0.441349 0.216968 0.243159 normal o 
ZTF18abdbuty 75.288206 0.262327 0.253753 0.009567 0.232302 0.247033 normal o 
ZTF18abdbuty 76.223603 0.262327 0.253753 0.010745 0.290313 0.291546 normal o 
ZTF18abdbuty 77.168356 0.262327 0.253753 0.270380 0.204254 0.222413 normal o 
ZTF18abdbuty 78.111641 0.262327 0.253753 0.188211 0.280096 0.306107 normal o 
ZTF18abdbuty 79.050974 0.262327 0.253753 0.671030 0.299406 0.363745 normal o 
ZTF18abdbuty 79.996305 0.262327 0.253753 0.536860 0.255633 0.291292 normal o 
ZTF18abdbuty 80.974938 0.262327 0.253753 0.531453 0.256045 0.280843 normal o 
ZTF18abdbuty 81.902956 0.262327 0.253753 0.267390 0.351830 0.395700 normal o 
ZTF18abdbuty 82.827063 0.262327 0.253753 -0.069092 0.243653 0.260729 normal o 
ZTF18abdbuty 83.775757 0.262327 0.253753 0.168644 0.352754 0.392205 normal o 
ZTF18abdbuty 84.733432 0.262327 0.253753 0.497060 0.382455 0.468083 normal o 
ZTF18abdbuty 86.589673 0.262327 0.253753 0.013127 0.331863 0.378483 normal o 
ZTF18abdbuty 93.195882 0.262327 0.253753 0.544803 0.504797 0.507750 normal o 
ZTF18abdbuty 95.086335 0.262327 0.253753 0.681671 0.289258 0.302097 normal o 
ZTF18abdefet 3.664781 0.808257 0.704325 0.207695 0.394856 0.441047 normal o 
ZTF18abdefet 4.605546 0.808257 0.704325 0.219202 0.309388 0.342413 normal o 
ZTF18abdefet 5.510948 0.808257 0.704325 0.400789 0.318942 0.407568 normal o 
ZTF18abdefet 6.433788 0.808257 0.704325 -0.507249 0.247405 0.243867 normal o 
ZTF18abdefet 8.364204 0.808257 0.704325 0.103733 0.239446 0.288612 normal o 
ZTF18abdefet 9.264441 0.808257 0.704325 -0.181262 0.088272 0.090226 normal o 
ZTF18abdefet 10.130951 0.808257 0.704325 -0.045405 0.085496 0.089297 normal o 
ZTF18abdefet 11.119063 0.808257 0.704325 -0.088943 0.058618 0.058551 normal o 
ZTF18abdefet 12.110060 0.808257 0.704325 -0.155845 0.091407 0.094383 normal o 
ZTF18abdefet 14.886615 0.808257 0.704325 -0.130821 0.031942 0.031845 normal o 
ZTF18abdefet 16.719137 0.808257 0.704325 -0.154781 0.030264 0.030000 normal o 
ZTF18abdefet 18.528829 0.808257 0.704325 -0.126285 0.023915 0.023953 normal o 
ZTF18abdefet 19.475175 0.808257 0.704325 -0.151272 0.033104 0.033148 normal o 
ZTF18abdefet 21.410901 0.808257 0.704325 0.026027 0.037395 0.038283 normal o 
ZTF18abdefet 22.326826 0.808257 0.704325 -0.197927 0.041300 0.040503 normal o 
ZTF18abdefet 23.250444 0.808257 0.704325 0.000129 0.035026 0.035369 normal o 
ZTF18abdefet 24.103061 0.808257 0.704325 -0.140353 0.033572 0.033294 normal o 
ZTF18abdefet 25.098205 0.808257 0.704325 -0.145875 0.029003 0.029359 normal o 
ZTF18abdefet 26.045916 0.808257 0.704325 -0.191461 0.053840 0.055743 normal o 
ZTF18abdefet 26.923217 0.808257 0.704325 -0.151027 0.034957 0.034501 normal o 
ZTF18abdefet 27.920987 0.808257 0.704325 -0.432957 0.086107 0.082063 normal o 
ZTF18abdefet 28.863212 0.808257 0.704325 -0.107456 0.036949 0.036769 normal o 
ZTF18abdefet 29.714383 0.808257 0.704325 -0.114485 0.047062 0.047101 normal o 
ZTF18abdefet 30.720642 0.808257 0.704325 -0.136628 0.054195 0.055271 normal o 
ZTF18abdefet 31.624435 0.808257 0.704325 -0.047554 0.043448 0.044076 normal o 
ZTF18abdefet 32.444461 0.808257 0.704325 -0.129386 0.051196 0.052395 normal o 
ZTF18abdefet 33.476630 0.808257 0.704325 -0.096734 0.069157 0.070762 normal o 
ZTF18abdefet 34.362768 0.808257 0.704325 -0.123704 0.125811 0.134455 normal o 
ZTF18abdefet 35.246192 0.808257 0.704325 0.001410 0.106414 0.115814 normal o 
ZTF18abdefet 36.265201 0.808257 0.704325 -0.300533 0.138500 0.146299 normal o 
ZTF18abdefet 37.183689 0.808257 0.704325 0.132218 0.252115 0.309954 normal o 
ZTF18abdefet 38.057017 0.808257 0.704325 -0.040802 0.254870 0.276093 normal o 
ZTF18abdefet 39.079596 0.808257 0.704325 0.833671 0.283433 0.378812 normal o 
ZTF18abdefet 39.935492 0.808257 0.704325 0.536505 0.121679 0.131722 normal o 
ZTF18abdefet 40.824241 0.808257 0.704325 0.426490 0.099122 0.105873 normal o 
ZTF18abdefet 41.781560 0.808257 0.704325 0.316086 0.106877 0.115782 normal o 
ZTF18abdefet 43.707218 0.808257 0.704325 0.745257 0.200440 0.232245 normal o 
ZTF18abdefet 46.515461 0.808257 0.704325 0.671124 0.186500 0.219140 normal o 
ZTF18abdefet 52.077111 0.808257 0.704325 0.166628 0.191495 0.206846 normal o 
ZTF18abdefet 57.581923 0.808257 0.704325 0.044066 0.149741 0.163213 normal o 
ZTF18abdefet 68.756522 0.808257 0.704325 0.204559 0.233461 0.255959 normal o 
ZTF18abdefet 73.438684 0.808257 0.704325 0.438280 0.343572 0.364082 normal o 
ZTF18abdefet 74.345284 0.808257 0.704325 0.076821 0.212911 0.239947 normal o 
ZTF18abdefet 76.191132 0.808257 0.704325 -0.015426 0.195476 0.219937 normal o 
ZTF18abdefet 79.925517 0.808257 0.704325 0.346780 0.303292 0.374407 normal o 
ZTF18abdefet 83.638059 0.808257 0.704325 0.051678 0.382264 0.456780 normal o 
ZTF18abdefet 88.260799 0.808257 0.704325 0.021255 0.394131 0.468883 normal o 
ZTF18abdfydj 3.993061 0.303267 0.300837 -0.255255 0.327982 0.329432 normal o 
ZTF18abdfydj 5.873223 0.303267 0.300837 -0.031839 0.227013 0.256075 normal o 
ZTF18abdfydj 6.767675 0.303267 0.300837 -0.078686 0.131235 0.127127 normal o 
ZTF18abdfydj 7.718244 0.303267 0.300837 -0.048664 0.090914 0.087695 normal o 
ZTF18abdfydj 8.651973 0.303267 0.300837 -0.146778 0.044895 0.043781 normal o 
ZTF18abdfydj 9.620338 0.303267 0.300837 -0.061260 0.040909 0.040707 normal o 
ZTF18abdfydj 10.514168 0.303267 0.300837 -0.282680 0.054425 0.053418 normal o 
ZTF18abdfydj 12.374950 0.303267 0.300837 -0.113936 0.022702 0.022716 normal o 
ZTF18abdfydj 13.318203 0.303267 0.300837 -0.169785 0.027335 0.027109 normal o 
ZTF18abdfydj 14.247377 0.303267 0.300837 -0.275148 0.023954 0.023623 normal o 
ZTF18abdfydj 15.127685 0.303267 0.300837 -0.195922 0.018718 0.018646 normal o 
ZTF18abdfydj 16.086739 0.303267 0.300837 -0.173765 0.022330 0.022216 normal o 
ZTF18abdfydj 18.803418 0.303267 0.300837 -0.240568 0.025125 0.025143 normal o 
ZTF18abdfydj 19.774323 0.303267 0.300837 -0.100830 0.027608 0.027946 normal o 
ZTF18abdfydj 23.537798 0.303267 0.300837 -0.106488 0.025939 0.025783 normal o 
ZTF18abdfydj 26.272298 0.303267 0.300837 -0.099413 0.030975 0.031253 normal o 
ZTF18abdfydj 27.233849 0.303267 0.300837 -0.132752 0.028866 0.028987 normal o 
ZTF18abdfydj 28.184197 0.303267 0.300837 -0.168764 0.026219 0.025863 normal o 
ZTF18abdfydj 29.044130 0.303267 0.300837 -0.192230 0.032691 0.033249 normal o 
ZTF18abdfydj 30.050353 0.303267 0.300837 -0.323338 0.047584 0.047841 normal o 
ZTF18abdfydj 30.918792 0.303267 0.300837 -0.171803 0.059573 0.059008 normal o 
ZTF18abdfydj 31.824345 0.303267 0.300837 -0.259493 0.067953 0.069359 normal o 
ZTF18abdfydj 32.791505 0.303267 0.300837 -0.379119 0.068483 0.068495 normal o 
ZTF18abdfydj 33.724022 0.303267 0.300837 -0.253124 0.062320 0.063003 normal o 
ZTF18abdfydj 34.626084 0.303267 0.300837 -0.304439 0.099148 0.099435 normal o 
ZTF18abdfydj 35.589902 0.303267 0.300837 -0.048227 0.083885 0.087244 normal o 
ZTF18abdfydj 36.507183 0.303267 0.300837 -0.008928 0.041288 0.041083 normal o 
ZTF18abdfydj 37.413166 0.303267 0.300837 0.000686 0.051004 0.052973 normal o 
ZTF18abdfydj 38.359151 0.303267 0.300837 0.067921 0.048417 0.049310 normal o 
ZTF18abdfydj 39.287230 0.303267 0.300837 0.384485 0.086593 0.090048 normal o 
ZTF18abdfydj 42.053305 0.303267 0.300837 0.316090 0.092393 0.097449 normal o 
ZTF18abdfydj 45.794506 0.303267 0.300837 0.672453 0.278373 0.362848 normal o 
ZTF18abdfydj 48.502501 0.303267 0.300837 0.857005 0.154750 0.173406 normal o 
ZTF18abdfydj 51.289109 0.303267 0.300837 0.788949 0.260632 0.331016 normal o 
ZTF18abdfydj 54.125820 0.303267 0.300837 0.312390 0.099457 0.106911 normal o 
ZTF18abdfydj 55.071463 0.303267 0.300837 0.621972 0.119660 0.128839 normal o 
ZTF18abdfydj 55.987402 0.303267 0.300837 0.499120 0.143580 0.159248 normal o 
ZTF18abdfydj 56.904507 0.303267 0.300837 0.509661 0.155635 0.176682 normal o 
ZTF18abdfydj 64.346138 0.303267 0.300837 0.716021 0.196158 0.221161 normal o 
ZTF18abdfydj 65.271339 0.303267 0.300837 0.486882 0.147494 0.153459 normal o 
ZTF18abdfydj 66.183329 0.303267 0.300837 0.366360 0.149575 0.163130 normal o 
ZTF18abdfydj 67.130546 0.303267 0.300837 0.400752 0.227539 0.240703 normal o 
ZTF18abdfydj 68.038170 0.303267 0.300837 0.234360 0.137799 0.142935 normal o 
ZTF18abdfydj 68.984089 0.303267 0.300837 0.228053 0.125313 0.132829 normal o 
ZTF18abdfydj 70.845697 0.303267 0.300837 0.479259 0.201928 0.232055 normal o 
ZTF18abdfydj 71.755334 0.303267 0.300837 0.520509 0.130514 0.141973 normal o 
ZTF18abdfydj 72.699682 0.303267 0.300837 0.312238 0.154106 0.167125 normal o 
ZTF18abdfydj 73.620299 0.303267 0.300837 0.422476 0.194153 0.206102 normal o 
ZTF18abdfydj 74.550126 0.303267 0.300837 0.589627 0.144719 0.159741 normal o 
ZTF18abdfydj 75.478508 0.303267 0.300837 0.241975 0.149192 0.156792 normal o 
ZTF18abdfydj 76.403000 0.303267 0.300837 0.536315 0.211217 0.244104 normal o 
ZTF18abdfydj 77.333395 0.303267 0.300837 0.357141 0.168869 0.186526 normal o 
ZTF18abdfydj 78.296567 0.303267 0.300837 -0.024655 0.200113 0.204342 normal o 
ZTF18abdfydj 79.209923 0.303267 0.300837 0.912651 0.331082 0.442652 normal o 
ZTF18abdfydj 80.119430 0.303267 0.300837 0.383524 0.171719 0.192764 normal o 
ZTF18abdfydj 81.053135 0.303267 0.300837 0.255468 0.248672 0.279792 normal o 
ZTF18abdfydj 81.995680 0.303267 0.300837 -0.056002 0.220471 0.229096 normal o 
ZTF18abdkimx 3.998332 0.458452 0.429444 -0.285922 0.439758 0.395574 normal o 
ZTF18abdkimx 4.935566 0.458452 0.429444 -0.221880 0.261940 0.226238 normal o 
ZTF18abdkimx 6.802518 0.458452 0.429444 -0.052802 0.083619 0.083142 normal o 
ZTF18abdkimx 7.697334 0.458452 0.429444 0.045463 0.143208 0.134864 normal o 
ZTF18abdkimx 9.566184 0.458452 0.429444 -0.261784 0.035194 0.034679 normal o 
ZTF18abdkimx 10.508054 0.458452 0.429444 -0.128426 0.034523 0.034425 normal o 
ZTF18abdkimx 11.426893 0.458452 0.429444 -0.140626 0.038893 0.038772 normal o 
ZTF18abdkimx 12.340592 0.458452 0.429444 -0.156049 0.025506 0.025272 normal o 
ZTF18abdkimx 13.284367 0.458452 0.429444 -0.206951 0.023941 0.023857 normal o 
ZTF18abdkimx 16.041594 0.458452 0.429444 -0.185652 0.027460 0.027529 normal o 
ZTF18abdkimx 17.024952 0.458452 0.429444 -0.210086 0.022608 0.022456 normal o 
ZTF18abdkimx 17.937373 0.458452 0.429444 -0.229128 0.032494 0.031640 normal o 
ZTF18abdkimx 18.853814 0.458452 0.429444 -0.256548 0.022636 0.022419 normal o 
ZTF18abdkimx 19.819191 0.458452 0.429444 -0.139164 0.040108 0.041145 normal o 
ZTF18abdkimx 23.470078 0.458452 0.429444 -0.086824 0.034073 0.033907 normal o 
ZTF18abdkimx 24.416573 0.458452 0.429444 -0.171741 0.039456 0.039207 normal o 
ZTF18abdkimx 25.337626 0.458452 0.429444 -0.172377 0.027190 0.027515 normal o 
ZTF18abdkimx 26.243758 0.458452 0.429444 -0.114721 0.035106 0.035256 normal o 
ZTF18abdkimx 27.250686 0.458452 0.429444 -0.058619 0.048512 0.049326 normal o 
ZTF18abdkimx 28.122436 0.458452 0.429444 -0.136825 0.050327 0.050929 normal o 
ZTF18abdkimx 29.983265 0.458452 0.429444 -0.180958 0.081445 0.082572 normal o 
ZTF18abdkimx 30.910775 0.458452 0.429444 -0.022055 0.088218 0.090699 normal o 
ZTF18abdkimx 31.840747 0.458452 0.429444 -0.022816 0.091236 0.092700 normal o 
ZTF18abdkimx 32.780045 0.458452 0.429444 -0.108635 0.099597 0.103878 normal o 
ZTF18abdkimx 33.701201 0.458452 0.429444 0.045352 0.051938 0.052304 normal o 
ZTF18abdkimx 34.607128 0.458452 0.429444 0.159054 0.062748 0.065715 normal o 
ZTF18abdkimx 35.548767 0.458452 0.429444 0.094491 0.054056 0.053765 normal o 
ZTF18abdkimx 36.477419 0.458452 0.429444 0.336098 0.095239 0.096630 normal o 
ZTF18abdkimx 39.240259 0.458452 0.429444 0.543496 0.129486 0.141839 normal o 
ZTF18abdkimx 45.683005 0.458452 0.429444 0.376028 0.145677 0.159876 normal o 
ZTF18abdkimx 48.467703 0.458452 0.429444 0.776696 0.296346 0.392815 normal o 
ZTF18abdkimx 51.310035 0.458452 0.429444 0.753376 0.181374 0.211678 normal o 
ZTF18abdkimx 52.237291 0.458452 0.429444 0.493157 0.144069 0.160388 normal o 
ZTF18abdkimx 53.164533 0.458452 0.429444 0.776250 0.200828 0.243555 normal o 
ZTF18abdkimx 54.081548 0.458452 0.429444 0.644655 0.223667 0.268958 normal o 
ZTF18abdkimx 61.522826 0.458452 0.429444 0.318370 0.284942 0.347102 normal o 
ZTF18abdkimx 62.446347 0.458452 0.429444 0.151354 0.234841 0.227520 normal o 
ZTF18abdkimx 63.364224 0.458452 0.429444 0.031113 0.342130 0.427571 normal o 
ZTF18abdkimx 66.148638 0.458452 0.429444 0.062086 0.257829 0.281141 normal o 
ZTF18abdkimx 68.008921 0.458452 0.429444 0.432907 0.208070 0.238839 normal o 
ZTF18abdkimx 68.927116 0.458452 0.429444 0.369391 0.185683 0.208773 normal o 
ZTF18abdkimx 69.864511 0.458452 0.429444 0.592378 0.291839 0.371789 normal o 
ZTF18abdkimx 70.777009 0.458452 0.429444 0.826409 0.277369 0.345942 normal o 
ZTF18abdkimx 71.715817 0.458452 0.429444 0.697704 0.236296 0.283241 normal o 
ZTF18abdkimx 72.645221 0.458452 0.429444 0.109527 0.224806 0.242607 normal o 
ZTF18abdkimx 73.559110 0.458452 0.429444 0.308866 0.252355 0.300821 normal o 
ZTF18abdkimx 74.494068 0.458452 0.429444 0.149174 0.178550 0.199589 normal o 
ZTF18abdkimx 75.434065 0.458452 0.429444 0.047479 0.283540 0.307153 normal o 
ZTF18abdkimx 76.356898 0.458452 0.429444 0.116627 0.276686 0.335487 normal o 
ZTF18abdkimx 78.202286 0.458452 0.429444 0.113587 0.248245 0.279990 normal o 
ZTF18abdkimx 80.969525 0.458452 0.429444 -0.304799 0.383175 0.449753 normal o 
ZTF18abdpvnd 3.582330 0.213513 0.211272 -0.060352 0.282377 0.292473 SC s 
ZTF18abdpvnd 8.340134 0.213513 0.211272 -0.112403 0.030153 0.029986 SC s 
ZTF18abdpvnd 10.213381 0.213513 0.211272 -0.137487 0.021019 0.020990 SC s 
ZTF18abdpvnd 11.135461 0.213513 0.211272 -0.536602 0.332048 0.256647 SC s 
ZTF18abdpvnd 13.040570 0.213513 0.211272 -0.111735 0.033637 0.033270 SC s 
ZTF18abdpvnd 14.997583 0.213513 0.211272 -0.152877 0.021671 0.021621 SC s 
ZTF18abdpvnd 15.932157 0.213513 0.211272 -0.130047 0.015359 0.015405 SC s 
ZTF18abdpvnd 16.877931 0.213513 0.211272 -0.106845 0.015707 0.015807 SC s 
ZTF18abdpvnd 17.820627 0.213513 0.211272 -0.108072 0.017388 0.017460 SC s 
ZTF18abdpvnd 18.807536 0.213513 0.211272 -0.156653 0.021781 0.022033 SC s 
ZTF18abdpvnd 20.675747 0.213513 0.211272 -0.164651 0.016482 0.016470 SC s 
ZTF18abdpvnd 21.656698 0.213513 0.211272 -0.106189 0.010043 0.009993 SC s 
ZTF18abdpvnd 22.596214 0.213513 0.211272 -0.075540 0.024380 0.024604 SC s 
ZTF18abdpvnd 23.593403 0.213513 0.211272 -0.065881 0.020077 0.020350 SC s 
ZTF18abdpvnd 24.508436 0.213513 0.211272 -0.066107 0.014320 0.014633 SC s 
ZTF18abdpvnd 27.381122 0.213513 0.211272 -0.029776 0.014901 0.014863 SC s 
ZTF18abdpvnd 28.322535 0.213513 0.211272 -0.032720 0.017538 0.017578 SC s 
ZTF18abdpvnd 30.216077 0.213513 0.211272 0.043765 0.043623 0.045912 SC s 
ZTF18abdpvnd 32.103864 0.213513 0.211272 0.117821 0.037140 0.038062 SC s 
ZTF18abdpvnd 35.865278 0.213513 0.211272 0.159656 0.019842 0.020412 SC s 
ZTF18abdpvnd 38.738031 0.213513 0.211272 0.238791 0.024723 0.025104 SC s 
ZTF18abdpvnd 41.612291 0.213513 0.211272 0.333637 0.034394 0.035205 SC s 
ZTF18abdpvnd 44.477767 0.213513 0.211272 0.455515 0.021851 0.021772 SC s 
ZTF18abdpvnd 47.322779 0.213513 0.211272 0.562296 0.033832 0.034621 SC s 
ZTF18abdpvnd 50.159083 0.213513 0.211272 0.644402 0.018725 0.019053 SC s 
ZTF18abdpvnd 51.159886 0.213513 0.211272 0.736906 0.035050 0.035263 SC s 
ZTF18abdpvnd 52.071258 0.213513 0.211272 0.757868 0.027795 0.028021 SC s 
ZTF18abdpvnd 53.013020 0.213513 0.211272 0.778117 0.024283 0.024727 SC s 
ZTF18abdpvnd 60.634174 0.213513 0.211272 0.797845 0.101410 0.110629 SC s 
ZTF18abdpvnd 61.587224 0.213513 0.211272 0.789563 0.045207 0.046852 SC s 
ZTF18abdpvnd 63.436124 0.213513 0.211272 0.829592 0.058716 0.061623 SC s 
ZTF18abdpvnd 64.404683 0.213513 0.211272 0.888792 0.058690 0.061047 SC s 
ZTF18abdpvnd 65.393979 0.213513 0.211272 0.823459 0.058141 0.061965 SC s 
ZTF18abdpvnd 66.318945 0.213513 0.211272 0.890091 0.038277 0.039113 SC s 
ZTF18abdpvnd 67.263560 0.213513 0.211272 0.807930 0.033201 0.033224 SC s 
ZTF18abdpvnd 68.236450 0.213513 0.211272 0.877263 0.046720 0.048557 SC s 
ZTF18abdpvnd 69.199207 0.213513 0.211272 0.796440 0.037626 0.038644 SC s 
ZTF18abdpvnd 70.136417 0.213513 0.211272 0.814344 0.031462 0.032149 SC s 
ZTF18abdpvnd 71.091794 0.213513 0.211272 0.802685 0.037698 0.038635 SC s 
ZTF18abdpvnd 72.032193 0.213513 0.211272 0.780314 0.052705 0.054471 SC s 
ZTF18abdpvnd 72.992445 0.213513 0.211272 0.777307 0.033796 0.034290 SC s 
ZTF18abdpvnd 73.917374 0.213513 0.211272 0.719246 0.042224 0.043276 SC s 
ZTF18abdpvnd 74.878145 0.213513 0.211272 0.757480 0.025941 0.026490 SC s 
ZTF18abdpvnd 75.845559 0.213513 0.211272 0.726117 0.023552 0.023704 SC s 
ZTF18abdpvnd 76.815054 0.213513 0.211272 0.744421 0.058069 0.060276 SC s 
ZTF18abdpvnd 77.742455 0.213513 0.211272 0.783624 0.048555 0.049916 SC s 
ZTF18abdpvnd 78.707780 0.213513 0.211272 0.787027 0.040330 0.041075 SC s 
ZTF18abdpvnd 79.657758 0.213513 0.211272 0.660736 0.034095 0.034126 SC s 
ZTF18abdpvnd 81.547753 0.213513 0.211272 0.663461 0.073780 0.078544 SC s 
ZTF18abdpvnd 82.486924 0.213513 0.211272 1.271837 0.245903 0.315047 SC s 
ZTF18abdpvnd 84.397760 0.213513 0.211272 0.932727 0.173949 0.204214 SC s 
ZTF18abdpvnd 86.325482 0.213513 0.211272 0.511380 0.191557 0.200861 SC s 
ZTF18abdpvnd 87.235692 0.213513 0.211272 0.804054 0.127495 0.140739 SC s 
ZTF18abdpvnd 88.224923 0.213513 0.211272 1.002288 0.253799 0.318883 SC s 
ZTF18abdpvnd 89.125421 0.213513 0.211272 0.624183 0.105255 0.114132 SC s 
ZTF18abdpvnd 98.615592 0.213513 0.211272 0.855206 0.064512 0.067513 SC s 
ZTF18abdpvnd 120.469684 0.213513 0.211272 0.457941 0.246780 0.236282 SC s 
ZTF18abdpvnd 123.347386 0.213513 0.211272 0.574675 0.400742 0.390402 SC s 
ZTF18abdpvnd 125.234594 0.213513 0.211272 0.792223 0.416979 0.451715 SC s 
ZTF18abdpvnd 126.211395 0.213513 0.211272 -0.006273 0.227888 0.209208 SC s 
ZTF18abdpvnd 127.107788 0.213513 0.211272 0.248638 0.269637 0.265130 SC s 
ZTF18abeecwe 2.134187 0.092459 0.091228 -0.009551 0.235071 0.220976 normal o 
ZTF18abeecwe 3.088730 0.092459 0.091228 0.196373 0.136322 0.130197 normal o 
ZTF18abeecwe 4.037927 0.092459 0.091228 -0.111064 0.090050 0.084493 normal o 
ZTF18abeecwe 5.949692 0.092459 0.091228 -0.137273 0.043730 0.042440 normal o 
ZTF18abeecwe 6.910905 0.092459 0.091228 -0.019200 0.050294 0.049316 normal o 
ZTF18abeecwe 8.898223 0.092459 0.091228 -0.113350 0.036271 0.035385 normal o 
ZTF18abeecwe 9.769282 0.092459 0.091228 -0.139716 0.024607 0.024435 normal o 
ZTF18abeecwe 10.782366 0.092459 0.091228 -0.146609 0.035159 0.034205 normal o 
ZTF18abeecwe 11.678855 0.092459 0.091228 -0.155796 0.036025 0.036163 normal o 
ZTF18abeecwe 12.647721 0.092459 0.091228 -0.181445 0.021276 0.021168 normal o 
ZTF18abeecwe 13.671555 0.092459 0.091228 -0.151228 0.034481 0.034672 normal o 
ZTF18abeecwe 14.608037 0.092459 0.091228 -0.208483 0.024632 0.024554 normal o 
ZTF18abeecwe 16.559859 0.092459 0.091228 -0.184176 0.026546 0.026976 normal o 
ZTF18abeecwe 17.429977 0.092459 0.091228 -0.209728 0.023541 0.023710 normal o 
ZTF18abeecwe 18.446626 0.092459 0.091228 -0.188727 0.020258 0.020019 normal o 
ZTF18abeecwe 19.396492 0.092459 0.091228 -0.166646 0.021543 0.021512 normal o 
ZTF18abeecwe 20.325284 0.092459 0.091228 -0.100325 0.026529 0.026762 normal o 
ZTF18abeecwe 21.368167 0.092459 0.091228 -0.142754 0.050635 0.049275 normal o 
ZTF18abeecwe 22.241932 0.092459 0.091228 -0.091901 0.038783 0.038800 normal o 
ZTF18abeecwe 24.165139 0.092459 0.091228 -0.117498 0.041421 0.040561 normal o 
ZTF18abeecwe 26.141381 0.092459 0.091228 -0.168042 0.044808 0.044302 normal o 
ZTF18abeecwe 27.069261 0.092459 0.091228 -0.215609 0.041138 0.040542 normal o 
ZTF18abeecwe 28.067045 0.092459 0.091228 -0.147977 0.031681 0.031443 normal o 
ZTF18abeecwe 28.982237 0.092459 0.091228 -0.149409 0.021719 0.021593 normal o 
ZTF18abeecwe 29.961970 0.092459 0.091228 -0.276288 0.042083 0.040600 normal o 
ZTF18abeecwe 33.797854 0.092459 0.091228 0.025530 0.040320 0.039959 normal o 
ZTF18abeecwe 37.660458 0.092459 0.091228 0.414793 0.070724 0.072466 normal o 
ZTF18abeecwe 43.364785 0.092459 0.091228 0.743813 0.066196 0.069563 normal o 
ZTF18abeecwe 46.308924 0.092459 0.091228 0.712785 0.070231 0.073580 normal o 
ZTF18abeecwe 47.246664 0.092459 0.091228 0.717448 0.061811 0.064468 normal o 
ZTF18abeecwe 48.222510 0.092459 0.091228 0.820834 0.084578 0.089063 normal o 
ZTF18abeecwe 49.168266 0.092459 0.091228 0.777640 0.097561 0.104417 normal o 
ZTF18abeecwe 56.859639 0.092459 0.091228 0.646094 0.095873 0.099951 normal o 
ZTF18abeecwe 57.804842 0.092459 0.091228 0.568818 0.078078 0.079276 normal o 
ZTF18abeecwe 58.768314 0.092459 0.091228 0.538758 0.077336 0.081641 normal o 
ZTF18abeecwe 59.752694 0.092459 0.091228 0.562167 0.094902 0.097535 normal o 
ZTF18abeecwe 60.694127 0.092459 0.091228 0.637047 0.072656 0.073706 normal o 
ZTF18abeecwe 61.667094 0.092459 0.091228 0.593491 0.060231 0.061656 normal o 
ZTF18abeecwe 63.603478 0.092459 0.091228 0.586484 0.111777 0.114084 normal o 
ZTF18abeecwe 64.544689 0.092459 0.091228 0.554413 0.066635 0.066923 normal o 
ZTF18abeecwe 65.516846 0.092459 0.091228 0.482938 0.082495 0.084595 normal o 
ZTF18abeecwe 66.489393 0.092459 0.091228 0.445291 0.157590 0.144749 normal o 
ZTF18abeecwe 67.426139 0.092459 0.091228 0.433787 0.067395 0.068112 normal o 
ZTF18abeecwe 68.391279 0.092459 0.091228 0.488762 0.083288 0.083319 normal o 
ZTF18abeecwe 69.365787 0.092459 0.091228 0.760147 0.120827 0.120851 normal o 
